Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
"Washington County, OR",US,2020-03-08T19:43:03,8,0,0,45.547,-123.1386
South Australia,Australia,2020-03-06T04:23:08,7,0,2,-34.9285,138.6007
Alberta,Canada,2020-03-09T17:53:24,7,0,0,53.9333,-116.5765
,Mexico,2020-03-08T05:13:06,7,0,1,23.0,-102.0
,Peru,2020-03-09T10:13:23,7,0,0,-9.19,-75.0152
"Cook County, IL",US,2020-03-08T20:23:09,7,0,2,41.7377,-87.6976
"Middlesex County, MA",US,2020-03-08T21:13:12,7,0,0,42.4672,-71.2874
"Placer County, CA",US,2020-03-09T08:23:03,7,1,0,39.0916,-120.8039
,Belarus,2020-03-09T11:33:10,6,0,1,53.7098,27.9534
,Latvia,2020-03-09T09:13:18,6,0,0,56.8796,24.6032
,Pakistan,2020-03-08T04:53:02,6,0,1,30.3753,69.3451
"Fort Bend County, TX",US,2020-03-08T17:33:03,6,0,0,29.5693,-95.8143
"Harris County, TX",US,2020-03-09T09:13:19,6,0,0,29.7752,-95.3103
"Norfolk County, MA",US,2020-03-08T21:13:14,6,0,0,42.1767,-71.1449
,Dominican Republic,2020-03-08T17:23:08,5,0,0,18.7357,-70.1627
,French Guiana,2020-03-07T03:23:05,5,0,0,3.9339,-53.1258
,New Zealand,2020-03-07T02:03:29,5,0,0,-40.9006,174.886
"Fulton County, GA",US,2020-03-09T18:53:13,5,0,0,33.8034,-84.3963
"Montgomery County, PA",US,2020-03-09T18:33:03,5,0,0,40.229,-75.3879
"Unassigned Location, WA",US,2020-03-06T00:33:03,5,0,0,47.7511,-120.7401
,Afghanistan,2020-03-08T04:53:03,7,0,0,33.0,65.0
Western Australia,Australia,2020-03-09T18:33:03,4,1,0,-31.9505,115.8605
,Bulgaria,2020-03-09T14:43:03,4,0,0,42.7339,25.4858
,Maldives,2020-03-08T21:13:10,4,0,0,3.2028,73.2207
,Senegal,2020-03-08T20:23:08,4,0,1,14.4974,-14.4524
"Bergen County, NJ",US,2020-03-08T21:23:03,4,0,0,40.9263,-74.077
"Grafton County, NH",US,2020-03-08T17:53:03,4,0,0,43.9088,-71.826
"Kershaw County, SC",US,2020-03-09T00:03:07,4,0,0,34.3672,-80.5883
"Montgomery County, MD",US,2020-03-08T21:53:04,4,0,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-09T00:23:10,4,0,0,33.7879,-117.8531
"Pierce County, WA",US,2020-03-08T21:43:03,4,0,0,47.0676,-122.1295
"Rockland County, NY",US,2020-03-09T17:33:13,4,0,0,41.1489,-73.983
,Bangladesh,2020-03-08T10:53:02,3,0,0,23.685,90.3563
,Bosnia and Herzegovina,2020-03-07T02:13:09,3,0,0,43.9159,17.6791
Quebec,Canada,2020-03-09T08:43:03,3,0,0,52.9399,-73.5491
,Luxembourg,2020-03-08T05:13:06,3,0,0,49.8144,6.1317
,Malta,2020-03-08T09:13:16,3,0,0,35.9375,14.3754
,North Macedonia,2020-03-06T20:23:11,3,0,0,41.6086,21.7453
,Slovakia,2020-03-08T09:13:15,3,0,0,48.669,19.699
,South Africa,2020-03-08T10:23:04,3,0,0,-30.5595,22.9375
"Broward County, FL",US,2020-03-09T08:53:03,3,0,0,26.1901,-80.3659
"Cobb County, GA",US,2020-03-09T03:53:03,3,0,0,33.8999,-84.5641
"Douglas County, CO",US,2020-03-07T01:53:03,3,0,0,39.2587,-104.9389
"Douglas County, NE",US,2020-03-09T00:53:03,3,0,0,41.3148,-96.1951
"Johnson County, IA",US,2020-03-09T08:43:03,3,0,0,41.6699,-91.5984
"Maricopa County, AZ",US,2020-03-07T19:53:02,3,0,1,33.2918,-112.4291
"Providence County, RI",US,2020-03-07T02:23:08,3,0,0,41.8882,-71.4774
"San Diego County, CA",US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611
"Sonoma County, CA",US,2020-03-09T12:03:07,3,0,0,38.578,-122.9888
,Albania,2020-03-09T09:03:03,2,0,0,41.1533,20.1683
Tasmania,Australia,2020-03-08T05:43:04,2,0,0,-41.4545,145.9707
,Cambodia,2020-03-08T04:53:03,2,0,1,11.55,104.9167
,Cameroon,2020-03-08T05:23:03,2,0,0,3.848,11.5021
,Cyprus,2020-03-09T18:33:03,2,0,0,35.1264,33.4299
,Faroe Islands,2020-03-08T05:13:07,2,0,0,61.8926,-6.9118
,Martinique,2020-03-07T03:23:05,2,0,0,14.6415,-61.0242
,Morocco,2020-03-05T13:53:03,2,0,0,31.7917,-7.0926
,Nigeria,2020-03-09T09:43:03,2,0,0,9.082,8.6753
,St. Martin,2020-03-09T10:43:06,2,0,0,18.0708,-63.0501
,Tunisia,2020-03-08T21:13:10,2,0,0,33.8869,9.5375
"Alameda County, CA",US,2020-03-07T13:13:14,2,0,0,37.6017,-121.7195
"Clark County, NV",US,2020-03-08T21:43:03,2,0,0,36.0796,-115.094
"Denver County, CO",US,2020-03-06T23:33:02,2,0,0,39.7392,-104.9903
"Fairfax County, VA",US,2020-03-08T21:33:02,2,0,0,38.9085,-77.2405
"Harrison County, KY",US,2020-03-09T08:43:03,2,0,0,38.4333,-84.3542
"Hendricks County, IN",US,2020-03-09T08:23:03,2,0,0,39.8065,-86.5401
"Hillsborough, FL",US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018
"Honolulu County, HI",US,2020-03-09T03:43:03,2,0,0,21.307,-157.8584
"Jackson County, OR ",US,2020-03-08T00:13:16,2,0,0,42.3345,-122.7647
"Lee County, FL",US,2020-03-08T15:33:04,2,1,0,26.663,-81.9535
"Manatee County, FL",US,2020-03-09T08:53:03,2,0,0,27.4799,-82.3452
"Pinal County, AZ",US,2020-03-07T17:13:23,2,0,0,32.8162,-111.2845
"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
"San Mateo, CA",US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
"Saratoga County, NY",US,2020-03-07T18:23:05,2,0,0,43.0324,-73.936
"Summit County, CO",US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
"Washington, D.C.",US,2020-03-08T13:53:03,2,0,0,38.9072,-77.0369
"Washoe County, NV",US,2020-03-08T21:43:03,2,0,0,40.5608,-119.6035
,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218
,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382
,Bhutan,2020-03-06T15:43:02,1,0,0,27.5142,90.4336
,Brunei,2020-03-09T18:33:03,1,0,0,4.5353,114.7277
,Colombia,2020-03-07T00:43:02,1,0,0,4.5709,-74.2973
,Gibraltar,2020-03-04T13:03:13,1,0,0,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1,0,0,31.24,36.51
,Liechtenstein,2020-03-04T01:33:07,1,0,0,47.14,9.55
,Lithuania,2020-02-28T16:23:03,1,0,0,55.1694,23.8813
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
,Moldova,2020-03-09T14:43:03,1,0,0,47.4116,28.3699
,Monaco,2020-02-29T00:33:01,1,0,0,43.7333,7.4167
,Nepal,2020-02-12T14:43:03,1,0,1,28.1667,84.25
,Paraguay,2020-03-08T09:13:16,1,0,0,-23.4425,-58.4438
,Saint Barthelemy,2020-03-09T10:43:06,1,0,0,17.9,-62.8333
,Serbia,2020-03-06T15:43:02,1,0,0,44.0165,21.0059
,Sri Lanka,2020-02-08T03:43:03,1,0,1,7.0,81.0
,Togo,2020-03-07T02:13:09,1,0,0,8.6195,0.8248
"Bennington County, VT",US,2020-03-09T08:53:03,1,0,0,43.0279,-73.135
"Berkshire County, MA",US,2020-03-08T00:43:03,1,0,0,42.3118,-73.1822
"Carver County, MN",US,2020-03-09T08:43:02,1,0,0,44.8254,-93.7842
"Charleston County, SC",US,2020-03-07T01:53:03,1,0,0,32.7957,-79.7848
"Charlotte County, FL",US,2020-03-09T08:53:03,1,0,0,26.8946,-81.9098
"Chatham County, NC",US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
"Cherokee County, GA",US,2020-03-09T03:53:03,1,0,0,34.2515,-84.4803
"Clark County, WA",US,2020-03-07T20:03:07,1,0,0,45.7466,-122.5194
"Collin County, TX",US,2020-03-09T18:53:13,1,0,0,33.1795,-96.493
"Davidson County, TN",US,2020-03-08T18:03:06,1,0,0,36.1343,-86.822
"Davis County, UT",US,2020-03-07T04:43:02,1,0,0,40.9629,-112.0953
"Delaware County, PA",US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
"Douglas County, OR",US,2020-03-08T19:53:03,1,0,0,43.1261,-123.2492
"El Paso County, CO",US,2020-03-07T01:13:21,1,0,0,38.9108,-104.4723
"Fairfield County, CT",US,2020-03-08T21:23:03,1,0,0,41.256,-73.3709
"Fayette County, KY",US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
"Fresno County, CA",US,2020-03-08T04:23:15,1,0,0,36.9859,-119.2321
"Grant County, WA",US,2020-03-09T08:43:03,1,1,0,47.1981,-119.3732
"Harford County, MD",US,2020-03-08T21:53:03,1,0,0,39.5839,-76.3637
"Hudson County, NJ",US,2020-03-08T19:43:03,1,0,0,40.7453,-74.0535
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
"Jefferson County, KY",US,2020-03-09T00:23:10,1,0,0,38.1938,-85.6435
"Jefferson County, WA",US,2020-03-07T16:43:02,1,0,0,47.7425,-123.304
"Jefferson Parish, LA",US,2020-03-09T18:53:13,1,0,0,29.6499,-90.1121
"Johnson County, KS",US,2020-03-08T00:33:02,1,0,0,38.8454,-94.8521
"Kittitas County, WA",US,2020-03-08T00:43:03,1,0,0,47.175,-120.9319
"Klamath County, OR",US,2020-03-07T20:13:14,1,0,0,42.6953,-121.6142
"Madera County, CA",US,2020-03-07T20:13:14,1,0,0,37.2519,-119.6963
"Madison, WI",US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752
"Marion County, OR",US,2020-03-08T19:43:03,1,0,0,44.8446,-122.5927
"Okaloosa County, FL",US,2020-03-08T03:03:08,1,0,0,30.5773,-86.6611
"Plymouth County, MA",US,2020-03-07T03:53:03,1,0,0,42.1615,-70.7928
"Polk County, GA",US,2020-03-08T04:13:22,1,0,0,34.0132,-85.1479
"Ramsey County, MN",US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616
"Riverside County, CA",US,2020-03-08T10:33:03,1,0,0,33.9533,-117.3961
"Rockingham County, NH",US,2020-03-09T22:43:25,1,0,0,42.9931,-71.0498
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-08T15:33:04,1,1,0,30.769,-86.9824
"Sarasota, FL",US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
"Shasta County, CA",US,2020-03-09T03:43:03,1,0,0,40.7909,-121.8474
"Shelby County, TN",US,2020-03-08T16:13:36,1,0,0,35.1269,-89.9253
"Spartanburg County, SC",US,2020-03-09T00:03:07,1,0,0,34.8606,-81.9535
"Spokane County, WA",US,2020-03-08T21:53:04,1,0,0,47.6587,-117.4225
"St. Louis County, MO",US,2020-03-08T11:23:08,1,0,0,38.6103,-90.4125
"Suffolk County, NY",US,2020-03-08T16:03:05,1,0,0,40.9849,-72.6151
"Tulsa County, OK",US,2020-03-07T04:43:02,1,0,0,36.1593,-95.941
"Ulster County, NY",US,2020-03-08T16:23:07,1,0,0,41.8586,-74.3118
"Umatilla, OR",US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
"Unknown Location, MA",US,2020-03-08T21:23:03,1,0,0,42.4072,-71.3824
"Volusia County, FL",US,2020-03-08T03:03:08,1,0,0,29.028,-81.0755
"Wake County, NC",US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
"Wayne County, PA",US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018
,Ukraine,2020-03-03T15:33:02,1,0,0,48.3794,31.1656
,Vatican City,2020-03-06T15:43:02,1,0,0,41.9029,12.4534
From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0,35.4437,139.638
Northern Territory,Australia,2020-03-06T04:33:03,0,0,0,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
"Montgomery County, TX",US,2020-03-07T19:53:02,0,0,0,30.3213,-95.4778
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
