Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
South Australia,Australia,2020-03-04T21:03:07,5,0,2,-34.9285,138.6007
,Mexico,2020-03-03T10:03:04,5,0,1,23.0,-102.0
,Pakistan,2020-03-03T04:33:03,5,0,0,30.3753,69.3451
,Saudi Arabia,2020-03-05T17:53:03,5,0,0,24.0,45.0
"Cook County, IL",US,2020-03-05T18:33:03,5,0,2,41.7377,-87.6976
,Brazil,2020-03-04T20:33:02,4,0,0,-14.235,-51.9253
,Chile,2020-03-05T18:13:04,4,0,0,-35.6751,-71.543
,Georgia,2020-03-05T13:53:03,4,0,0,42.3154,43.3569
,Palestine,2020-03-05T13:53:03,4,0,0,31.9522,35.2332
,Russia,2020-03-05T13:53:03,4,0,2,60.0,90.0
,Senegal,2020-03-04T20:43:02,4,0,0,14.4974,-14.4524
"New York City, NY",US,2020-03-05T21:03:13,4,0,0,40.7128,-74.006
Western Australia,Australia,2020-03-05T17:13:35,3,1,0,-31.9505,115.8605
,Egypt,2020-03-05T13:53:03,3,0,1,26.0,30.0
,Estonia,2020-03-05T13:53:03,3,0,0,58.5953,25.0136
,New Zealand,2020-03-04T20:13:11,3,0,0,-40.9006,174.886
,Philippines,2020-02-12T07:43:02,3,1,1,13.0,122.0
,Saint Barthelemy,2020-03-04T02:43:03,3,0,0,17.9,-62.8333
"Orange County, CA",US,2020-03-04T02:13:11,3,0,0,33.7879,-117.8531
"San Diego County, CA",US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611
,Bosnia and Herzegovina,2020-03-05T17:13:30,2,0,0,43.9159,17.6791
" Montreal, QC",Canada,2020-03-05T14:03:04,2,0,0,45.5017,-73.5673
,Hungary,2020-03-05T17:13:27,2,0,0,47.1625,19.5033
,Indonesia,2020-03-02T18:03:04,2,0,0,-0.7893,113.9213
,Morocco,2020-03-05T13:53:03,2,0,0,31.7917,-7.0926
,Slovenia,2020-03-05T17:13:30,2,0,0,46.1512,14.9955
"Bergen County, NJ",US,2020-03-05T21:03:12,2,0,0,40.9263,-74.077
"Fulton County, GA",US,2020-03-03T03:33:02,2,0,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-03T23:33:03,2,0,0,43.9088,-71.826
"Harris County, TX",US,2020-03-05T21:53:02,2,0,0,29.7752,-95.3103
"Hillsborough, FL",US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018
"Placer County, CA",US,2020-03-04T19:53:02,2,1,0,39.0916,-120.8039
"Providence, RI",US,2020-03-02T03:43:02,2,0,0,41.824,-71.4128
"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-05T20:33:03,2,0,0,37.7749,-122.4194
"San Mateo, CA",US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
"Washington County, OR",US,2020-03-03T03:03:02,2,0,0,45.547,-123.1386
,Afghanistan,2020-02-24T23:33:02,4,0,0,33.0,65.0
,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218
,Argentina,2020-03-04T01:33:07,1,0,0,-38.4161,-63.6167
,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382
Northern Territory,Australia,2020-03-04T19:43:02,1,0,0,-12.4634,130.8456
Tasmania,Australia,2020-03-02T20:53:02,1,0,0,-41.4545,145.9707
,Cambodia,2020-02-12T07:43:02,1,0,1,11.55,104.9167
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,42.9849,-81.2453
,Dominican Republic,2020-03-02T16:33:02,1,0,0,18.7357,-70.1627
,Faroe Islands,2020-03-04T12:53:03,1,0,0,61.8926,-6.9118
,Gibraltar,2020-03-04T13:03:13,1,0,0,36.1408,-5.3536
,Jordan,2020-03-03T15:33:02,1,0,0,31.24,36.51
,Latvia,2020-03-04T01:33:07,1,0,0,56.8796,24.6032
,Liechtenstein,2020-03-04T01:33:07,1,0,0,47.14,9.55
,Lithuania,2020-02-28T16:23:03,1,0,0,55.1694,23.8813
,Luxembourg,2020-03-03T00:23:16,1,0,0,49.8144,6.1317
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
,Monaco,2020-02-29T00:33:01,1,0,0,43.7333,7.4167
,Nepal,2020-02-12T14:43:03,1,0,1,28.1667,84.25
,Nigeria,2020-02-28T16:23:03,1,0,0,9.082,8.6753
,North Macedonia,2020-02-27T16:23:03,1,0,0,41.6086,21.7453
,Poland,2020-03-04T15:13:18,1,0,0,51.9194,19.1451
,South Africa,2020-03-05T13:53:03,1,0,0,-30.5595,22.9375
,Sri Lanka,2020-02-08T03:43:03,1,0,1,7.0,81.0
,Tunisia,2020-03-04T01:33:07,1,0,0,34.0,9.0
" Norfolk County, MA",US,2020-03-03T14:33:03,1,0,0,42.1767,-71.1449
"Berkeley, CA",US,2020-03-03T23:53:03,1,0,0,37.8715,-122.273
"Boston, MA",US,2020-02-28T21:13:12,1,0,1,42.3601,-71.0589
"Clark County, NV",US,2020-03-05T20:53:03,1,0,0,36.0796,-115.094
"Contra Costa County, CA",US,2020-03-04T04:23:05,1,0,0,37.8534,-121.9018
"Fort Bend County, TX",US,2020-03-05T01:16:59,1,0,0,29.5693,-95.8143
"Grant County, WA",US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
"Madison, WI",US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
"Maricopa County, AZ",US,2020-03-03T17:33:02,1,0,0,33.2918,-112.4291
"Queens County, NY",US,2020-03-05T21:43:02,1,0,0,40.7282,-73.7949
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-05T20:03:03,1,0,0,30.769,-86.9824
"Sarasota, FL",US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-02T20:53:02,1,0,0,38.578,-122.9888
"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1,33.4255,-111.94
"Umatilla, OR",US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
"Wake County, NC",US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
"Williamson County, TN",US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
,Ukraine,2020-03-03T15:33:02,1,0,0,48.3794,31.1656
From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0,35.4437,139.638
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
