Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3
Albania,1/28/2020,0,0,,,0,,,,,,,8,ALB
Albania,1/29/2020,0,0,,,0,,,,,,,8,ALB
Albania,1/30/2020,0,0,,,0,,,,,,,8,ALB
Albania,1/31/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/1/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/2/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/3/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/4/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/5/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/6/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/7/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/8/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/9/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/10/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/11/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/12/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/13/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/14/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/15/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/16/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/17/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/18/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/19/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/20/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/21/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/22/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/23/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/24/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/25/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/26/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/27/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/28/2020,0,0,,,0,,,,,,,8,ALB
Albania,2/29/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/1/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/2/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/3/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/4/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/5/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/6/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/7/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/8/2020,0,0,,,0,,,,,,,8,ALB
Albania,3/9/2020,2,0,,,2,,,,,,,8,ALB
Albania,3/10/2020,10,0,,,8,,,,,,,8,ALB
Albania,3/11/2020,12,1,,,2,,,,,,,8,ALB
Albania,3/12/2020,23,1,,,11,,,,,,,8,ALB
Albania,3/13/2020,33,1,,,10,,,,,,,8,ALB
Albania,3/14/2020,38,1,,,5,,,,,,,8,ALB
Albania,3/15/2020,42,1,,,4,,,,,,,8,ALB
Albania,3/16/2020,51,1,,,9,,,,,,,8,ALB
Albania,3/17/2020,55,1,,,4,,,,,,,8,ALB
Albania,3/18/2020,59,2,,,4,,,,,,,8,ALB
Albania,3/19/2020,64,2,,,5,,,,,,,8,ALB
Albania,3/20/2020,70,2,,,6,,,,,,,8,ALB
Albania,3/21/2020,76,2,,,6,,,,,,,8,ALB
Albania,3/22/2020,89,2,,,13,,,,,,,8,ALB
Albania,3/23/2020,104,4,,,15,,,,,,,8,ALB
Albania,3/24/2020,123,5,,,19,,,,,,,8,ALB
Albania,3/25/2020,146,5,,,23,,,,,,,8,ALB
Albania,3/26/2020,174,6,,,28,,,,,,,8,ALB
Albania,3/27/2020,186,8,,,12,,,,,,,8,ALB
Albania,3/28/2020,197,10,,,11,,,,,,,8,ALB
Albania,3/29/2020,212,10,,,15,,,,,,,8,ALB
Albania,3/30/2020,223,11,,,11,,,,,,,8,ALB
Albania,3/31/2020,243,15,,,20,,,,,,,8,ALB
Albania,4/1/2020,259,15,,,16,,,,,,,8,ALB
Albania,4/2/2020,277,16,,,18,,,,,,,8,ALB
Algeria,1/22/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/23/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/24/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/25/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/26/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/27/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/28/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/29/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/30/2020,0,0,,,0,,,,,,,12,DZA
Algeria,1/31/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/1/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/2/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/3/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/4/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/5/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/6/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/7/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/8/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/9/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/10/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/11/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/12/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/13/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/14/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/15/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/16/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/17/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/18/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/19/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/20/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/21/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/22/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/23/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/24/2020,0,0,,,0,,,,,,,12,DZA
Algeria,2/25/2020,1,0,,,1,,,,,,,12,DZA
Algeria,2/26/2020,1,0,,,0,,,,,,,12,DZA
Algeria,2/27/2020,1,0,,,0,,,,,,,12,DZA
Algeria,2/28/2020,1,0,,,0,,,,,,,12,DZA
Algeria,2/29/2020,1,0,,,0,,,,,,,12,DZA
Algeria,3/1/2020,1,0,,,0,,,,,,,12,DZA
Algeria,3/2/2020,3,0,,,2,,,,,,,12,DZA
Algeria,3/3/2020,5,0,,,2,,,,,,,12,DZA
Algeria,3/4/2020,12,0,,,7,,,,,,,12,DZA
Algeria,3/5/2020,12,0,,,0,,,,,,,12,DZA
Algeria,3/6/2020,17,0,,,5,,,,,,,12,DZA
Algeria,3/7/2020,17,0,,,0,,,,,,,12,DZA
Algeria,3/8/2020,19,0,,,2,,,,,,,12,DZA
Algeria,3/9/2020,20,0,,,1,,,,,,,12,DZA
Algeria,3/10/2020,20,0,,,0,,,,,,,12,DZA
Algeria,3/11/2020,20,0,,,0,,,,,,,12,DZA
Algeria,3/12/2020,24,1,,,4,,,,,,,12,DZA
Algeria,3/13/2020,26,2,,,2,,,,,,,12,DZA
Algeria,3/14/2020,37,3,,,11,,,,,,,12,DZA
Algeria,3/15/2020,48,4,,,11,,,,,,,12,DZA
Algeria,3/16/2020,54,4,,,6,,,,,,,12,DZA
Algeria,3/17/2020,60,4,,,6,,,,,,,12,DZA
Algeria,3/18/2020,74,7,,,14,,,,,,,12,DZA
Algeria,3/19/2020,87,9,,,13,,,,,,,12,DZA
Algeria,3/20/2020,90,11,,,3,,,,,,,12,DZA
Algeria,3/21/2020,139,15,,,49,,,,,,,12,DZA
Algeria,3/22/2020,201,17,,,62,,,,,,,12,DZA
Algeria,3/23/2020,230,17,,,29,,,,,,,12,DZA
Algeria,3/24/2020,264,19,,,34,,,,,,,12,DZA
Algeria,3/25/2020,302,21,,,38,,,,,,,12,DZA
Algeria,3/26/2020,367,25,,,65,,,,,,,12,DZA
Algeria,3/27/2020,409,26,,,42,,,,,,,12,DZA
Algeria,3/28/2020,454,29,,,45,,,,,,,12,DZA
Algeria,3/29/2020,511,31,,,57,,,,,,,12,DZA
Algeria,3/30/2020,584,35,,,73,,,,,,,12,DZA
Algeria,3/31/2020,716,44,,,132,,,,,,,12,DZA
Algeria,4/1/2020,847,58,,,131,,,,,,,12,DZA
Algeria,4/2/2020,986,86,,,139,,,,,,,12,DZA
Andorra,1/22/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/23/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/24/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/25/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/26/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/27/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/28/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/29/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/30/2020,0,0,,,0,,,,,,,20,AND
Andorra,1/31/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/1/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/2/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/3/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/4/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/5/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/6/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/7/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/8/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/9/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/10/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/11/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/12/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/13/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/14/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/15/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/16/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/17/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/18/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/19/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/20/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/21/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/22/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/23/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/24/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/25/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/26/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/27/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/28/2020,0,0,,,0,,,,,,,20,AND
Andorra,2/29/2020,0,0,,,0,,,,,,,20,AND
Andorra,3/1/2020,0,0,,,0,,,,,,,20,AND
Andorra,3/2/2020,1,0,,,1,,,,,,,20,AND
Andorra,3/3/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/4/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/5/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/6/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/7/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/8/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/9/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/10/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/11/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/12/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/13/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/14/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/15/2020,1,0,,,0,,,,,,,20,AND
Andorra,3/16/2020,2,0,,,1,,,,,,,20,AND
Andorra,3/17/2020,39,0,,,37,,,,,,,20,AND
Andorra,3/18/2020,39,0,,,0,,,,,,,20,AND
Andorra,3/19/2020,53,0,,,14,,,,,,,20,AND
Andorra,3/20/2020,75,0,,,22,,,,,,,20,AND
Andorra,3/21/2020,88,0,,,13,,,,,,,20,AND
Andorra,3/22/2020,113,1,,,25,,,,,,,20,AND
Andorra,3/23/2020,133,1,,,20,,,,,,,20,AND
Andorra,3/24/2020,164,1,,,31,,,,,,,20,AND
Andorra,3/25/2020,188,1,,,24,,,,,,,20,AND
Andorra,3/26/2020,224,3,,,36,,,,,,,20,AND
Andorra,3/27/2020,267,3,,,43,,,,,,,20,AND
Andorra,3/28/2020,308,3,,,41,,,,,,,20,AND
Andorra,3/29/2020,334,6,,,26,,,,,,,20,AND
Andorra,3/30/2020,370,8,,,36,,,,,,,20,AND
Andorra,3/31/2020,376,12,,,6,,,,,,,20,AND
Andorra,4/1/2020,390,14,,,14,,,,,,,20,AND
Andorra,4/2/2020,428,15,,,38,,,,,,,20,AND
Angola,1/22/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/23/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/24/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/25/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/26/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/27/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/28/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/29/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/30/2020,0,0,,,0,,,,,,,24,AGO
Angola,1/31/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/1/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/2/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/3/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/4/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/5/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/6/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/7/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/8/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/9/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/10/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/11/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/12/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/13/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/14/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/15/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/16/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/17/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/18/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/19/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/20/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/21/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/22/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/23/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/24/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/25/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/26/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/27/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/28/2020,0,0,,,0,,,,,,,24,AGO
Angola,2/29/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/1/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/2/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/3/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/4/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/5/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/6/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/7/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/8/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/9/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/10/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/11/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/12/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/13/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/14/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/15/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/16/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/17/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/18/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/19/2020,0,0,,,0,,,,,,,24,AGO
Angola,3/20/2020,1,0,,,1,,,,,,,24,AGO
Angola,3/21/2020,2,0,,,1,,,,,,,24,AGO
Angola,3/22/2020,2,0,,,0,,,,,,,24,AGO
Angola,3/23/2020,3,0,,,1,,,,,,,24,AGO
Angola,3/24/2020,3,0,,,0,,,,,,,24,AGO
Angola,3/25/2020,3,0,,,0,,,,,,,24,AGO
Angola,3/26/2020,4,0,,,1,,,,,,,24,AGO
Angola,3/27/2020,4,0,,,0,,,,,,,24,AGO
Angola,3/28/2020,5,0,,,1,,,,,,,24,AGO
Angola,3/29/2020,7,2,,,2,,,,,,,24,AGO
Angola,3/30/2020,7,2,,,0,,,,,,,24,AGO
Angola,3/31/2020,7,2,,,0,,,,,,,24,AGO
Angola,4/1/2020,8,2,,,1,,,,,,,24,AGO
Angola,4/2/2020,8,2,,,0,,,,,,,24,AGO
Antigua and Barbuda,1/22/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/23/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/24/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/25/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/26/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/27/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/28/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/29/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/30/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,1/31/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/1/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/2/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/3/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/4/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/5/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/6/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/7/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/8/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/9/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/10/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/11/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/12/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/13/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/14/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/15/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/16/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/17/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/18/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/19/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/20/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/21/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/22/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/23/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/24/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/25/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/26/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/27/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/28/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,2/29/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/1/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/2/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/3/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/4/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/5/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/6/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/7/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/8/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/9/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/10/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/11/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/12/2020,0,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/13/2020,1,0,,,1,,,,,,,28,ATG
Antigua and Barbuda,3/14/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/15/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/16/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/17/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/18/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/19/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/20/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/21/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/22/2020,1,0,,,0,,,,,,,28,ATG
Antigua and Barbuda,3/23/2020,3,0,,,2,,,,,,,28,ATG
