('29/03/2020 05:48:00', 1585432080, 2.03, '123774', '2228')
('29/03/2020 07:41:00', 1585438860, 1.88, '123776', '2229')
('29/03/2020 09:45:00', 1585446300, 2.07, '123781', '2229')
('29/03/2020 11:44:00', 1585453440, 1.98, '123781', '2229')
('29/03/2020 13:46:00', 1585460760, 2.03, '123828', '2229')
('29/03/2020 15:47:00', 1585468020, 2.02, '125099', '2238')
('29/03/2020 17:49:00', 1585475340, 2.03, '133146', '2363')
('29/03/2020 19:47:00', 1585482420, 1.97, '137943', '2431')
('29/03/2020 21:48:00', 1585489680, 2.02, '139904', '2449')
('29/03/2020 23:49:00', 1585496940, 2.02, '141781', '2471')
('30/03/2020 01:44:00', 1585503840, 1.92, '142004', '2484')
('30/03/2020 03:46:00', 1585511160, 2.03, '142735', '2488')
('30/03/2020 06:46:00', 1585521960, 3.0, '142735', '2488')
('30/03/2020 08:50:00', 1585529400, 2.07, '142735', '2489')
('30/03/2020 10:50:00', 1585536600, 2.0, '142746', '2489')
('30/03/2020 12:50:00', 1585543800, 2.0, '142793', '2490')
('30/03/2020 14:50:00', 1585551000, 2.0, '144410', '2600')
('30/03/2020 16:50:00', 1585558200, 2.0, '145542', '2616')
('30/03/2020 18:50:00', 1585565400, 2.0, '156565', '2870')
('30/03/2020 20:50:00', 1585572600, 2.0, '159689', '2951')
('30/03/2020 22:50:00', 1585579800, 2.0, '161358', '2974')
('31/03/2020 00:50:00', 1585587000, 2.0, '163479', '3148')
('31/03/2020 02:50:00', 1585594200, 2.0, '164253', '3165')
('31/03/2020 04:50:00', 1585601400, 2.0, '164253', '3167')
('31/03/2020 06:50:00', 1585608600, 2.0, '164323', '3170')
('31/03/2020 08:42:00', 1585615320, 1.87, '164359', '3173')
('31/03/2020 10:49:00', 1585622940, 2.12, '164359', '3173')
('31/03/2020 12:49:00', 1585630140, 2.0, '164435', '3175')
('31/03/2020 14:49:00', 1585637340, 2.0, '165392', '3182')
('31/03/2020 16:49:00', 1585644540, 2.0, '175669', '3424')
('31/03/2020 18:49:00', 1585651740, 2.0, '180340', '3573')
('31/03/2020 20:49:00', 1585658940, 2.0, '186046', '3807')
('31/03/2020 22:49:00', 1585666140, 2.0, '187729', '3867')
('01/04/2020 02:49:00', 1585680540, 4.0, '188530', '3889')
('01/04/2020 04:49:00', 1585687740, 2.0, '188578', '4054')
('01/04/2020 06:49:00', 1585694940, 2.0, '188592', '4055')
('01/04/2020 08:49:00', 1585702140, 2.0, '188592', '4056')
('01/04/2020 10:49:00', 1585709340, 2.0, '188639', '4059')
('01/04/2020 12:49:00', 1585716540, 2.0, '188647', '4059')
('01/04/2020 14:49:00', 1585723740, 2.0, '189711', '4099')
('01/04/2020 16:49:00', 1585730940, 2.0, '200289', '4394')
('01/04/2020 18:49:00', 1585738140, 2.0, '205438', '4528')
('01/04/2020 20:49:00', 1585745340, 2.0, '211143', '4713')
('01/04/2020 22:49:00', 1585752540, 2.0, '212980', '4759')
('02/04/2020 00:49:00', 1585759740, 2.0, '215003', '5102')
('02/04/2020 02:49:00', 1585766940, 2.0, '215175', '5110')
('02/04/2020 04:49:00', 1585774140, 2.0, '215300', '5110')
('02/04/2020 06:49:00', 1585781340, 2.0, '215324', '5112')
('02/04/2020 08:49:00', 1585788540, 2.0, '215344', '5112')
('02/04/2020 10:49:00', 1585795740, 2.0, '215344', '5112')
('02/04/2020 12:49:00', 1585802940, 2.0, '216722', '5140')
('02/04/2020 14:49:00', 1585810140, 2.0, '219832', '5227')
('02/04/2020 16:49:00', 1585817340, 2.0, '222658', '5356')
('02/04/2020 18:49:00', 1585824540, 2.0, '232899', '5665')
('02/04/2020 20:49:00', 1585831740, 2.0, '243298', '5883')
('02/04/2020 22:19:00', 1585837140, 1.5, '244230', '5883')
('03/04/2020 01:20:00', 1585848000, 3.02, '244877', '6070')
('03/04/2020 01:36:00', 1585848960, 0.27, '245066', '6075')
('03/04/2020 03:20:00', 1585855200, 1.73, '245088', '6075')
('03/04/2020 05:20:00', 1585862400, 2.0, '245341', '6095')
('03/04/2020 07:20:00', 1585869600, 2.0, '245373', '6095')
('03/04/2020 09:20:00', 1585876800, 2.0, '245373', '6095')
('03/04/2020 11:20:00', 1585884000, 2.0, '245380', '6095')
('03/04/2020 13:20:00', 1585891200, 2.0, '245442', '6098')
('03/04/2020 14:49:00', 1585896540, 1.48, '245442', '6099')
('03/04/2020 16:49:00', 1585903740, 2.0, '259750', '6603')
('03/04/2020 18:49:00', 1585910940, 2.0, '266279', '6803')
('03/04/2020 20:49:00', 1585918140, 2.0, '272614', '6988')
('03/04/2020 22:49:00', 1585925340, 2.0, '275802', '7087')
('04/04/2020 00:49:00', 1585932540, 2.0, '276965', '7391')
('04/04/2020 02:49:00', 1585939740, 2.0, '277161', '7392')
('04/04/2020 04:49:00', 1585946940, 2.0, '277475', '7402')
('04/04/2020 06:49:00', 1585954140, 2.0, '277522', '7403')
('04/04/2020 08:49:00', 1585961340, 2.0, '277522', '7403')
('04/04/2020 10:49:00', 1585968540, 2.0, '277522', '7403')
('04/04/2020 12:49:00', 1585975740, 2.0, '277607', '7406')
('04/04/2020 14:49:00', 1585982940, 2.0, '279500', '7457')
('04/04/2020 16:49:00', 1585990140, 2.0, '293494', '7896')
('04/04/2020 18:49:00', 1585997340, 2.0, '301147', '8173')
('04/04/2020 20:49:00', 1586004540, 2.0, '306768', '8347')
('04/04/2020 22:49:00', 1586011740, 2.0, '308644', '8401')
('05/04/2020 00:49:00', 1586018940, 2.0, '311357', '8452')
